coc_id,year,cells_observed,cells_yes,crim_activity_index,engaged_policymakers_crim,engaged_law_enforce_crim,implemented_anticrim_practice,1a_1a,1a_1b,1a_2,1a_3,1a_4,1b_1_1_meetings,1b_1_1_voted,1b_1_1_ces,1b_1_2_meetings,1b_1_2_voted,1b_1_2_ces,1b_1_3_meetings,1b_1_3_voted,1b_1_3_ces,1b_1_4_meetings,1b_1_4_voted,1b_1_4_ces,1b_1_5_meetings,1b_1_5_voted,1b_1_5_ces,1b_1_6_meetings,1b_1_6_voted,1b_1_6_ces,1b_1_7_meetings,1b_1_7_voted,1b_1_7_ces,1b_1_8_meetings,1b_1_8_voted,1b_1_8_ces,1b_1_9_meetings,1b_1_9_voted,1b_1_9_ces,1b_1_10_meetings,1b_1_10_voted,1b_1_10_ces,1b_1_11_meetings,1b_1_11_voted,1b_1_11_ces,1b_1_12_meetings,1b_1_12_voted,1b_1_12_ces,1b_1_13_meetings,1b_1_13_voted,1b_1_13_ces,1b_1_14_meetings,1b_1_14_voted,1b_1_14_ces,1b_1_15_meetings,1b_1_15_voted,1b_1_15_ces,1b_1_16_meetings,1b_1_16_voted,1b_1_16_ces,1b_1_17_meetings,1b_1_17_voted,1b_1_17_ces,1b_1_18_meetings,1b_1_18_voted,1b_1_18_ces,1b_1_19_meetings,1b_1_19_voted,1b_1_19_ces,1b_1_20_meetings,1b_1_20_voted,1b_1_20_ces,1b_1_21_meetings,1b_1_21_voted,1b_1_21_ces,1b_1_22_meetings,1b_1_22_voted,1b_1_22_ces,1b_1_23_meetings,1b_1_23_voted,1b_1_23_ces,1b_1_24_meetings,1b_1_24_voted,1b_1_24_ces,1b_1_25_meetings,1b_1_25_voted,1b_1_25_ces,1b_1_26_meetings,1b_1_26_voted,1b_1_26_ces,1b_1_27_meetings,1b_1_27_voted,1b_1_27_ces,1b_1_28_meetings,1b_1_28_voted,1b_1_28_ces,1b_1_29_meetings,1b_1_29_voted,1b_1_29_ces,1b_1_30_meetings,1b_1_30_voted,1b_1_30_ces,1b_1_31_meetings,1b_1_31_voted,1b_1_31_ces,1b_1_32_meetings,1b_1_32_voted,1b_1_32_ces,1b_1_33_meetings,1b_1_33_voted,1b_1_33_ces,1c_1_1,1c_1_2,1c_1_3,1c_1_4,1c_1_5,1c_1_6,1c_1_7,1c_1_8,1c_1_9,1c_1_10,1c_1_11,1c_1_12,1c_1_13,1c_1_14,1c_1_15,1c_1_16,1c_1_17,1c_3_1,1c_3_2,1c_3_3,1c_3_4,1c_3_5,1c_4_1,1c_4_2,1c_4_3,1c_4_4,1c_4c_1_mou,1c_4c_1_oth,1c_4c_2_mou,1c_4c_2_oth,1c_4c_3_mou,1c_4c_3_oth,1c_4c_4_mou,1c_4c_4_oth,1c_4c_5_mou,1c_4c_5_oth,1c_4c_6_mou,1c_4c_6_oth,1c_4c_7_mou,1c_4c_7_oth,1c_4c_8_mou,1c_4c_8_oth,1c_4c_9_mou,1c_4c_9_oth,1c_7_pha_name_1,1c_7_ph_hhm_1,1c_7_ph_limit_hhm_1,1c_7_psh_1,1c_7_pha_name_2,1c_7_ph_hhm_2,1c_7_ph_limit_hhm_2,1c_7_psh_2,1c_7b_1,1c_7b_2,1c_7b_3,1c_7b_4,1c_7c_1,1c_7c_2,1c_7c_3,1c_7c_4,1c_7c_5,1c_7c_6,1c_7c_7,1c_7d_1,1c_7e,1d_1_1,1d_1_2,1d_1_3,1d_1_4,1d_2_1,1d_2_2,1d_2_3,1d_4_1_policymakers,1d_4_1_prevent_crim,1d_4_2_policymakers,1d_4_2_prevent_crim,1d_4_3_policymakers,1d_4_3_prevent_crim,1d_5_hmis,1d_5_2023,1d_5_2024,1d_6_1,1d_6_2,1d_6_3,1d_6_4,1d_6_5,1d_9_2,1d_10a_1_years,1d_10a_1_unsheltered,1d_10a_2_years,1d_10a_2_unsheltered,1d_10a_3_years,1d_10a_3_unsheltered,1e_1_1,1e_2_1,1e_2_2,1e_2_3,1e_2_4,1e_2_5,1e_2a_1,1e_2a_2,1e_2a_3,1e_4a,1e_5_1,1e_5_2,1e_5a,1e_5b,1e_5c,1e_5d,2a_1,2a_2,2a_3,2a_5_1_non_vsp,2a_5_1_vsp,2a_5_1_hmis,2a_5_1_coverage,2a_5_3_non_vsp,2a_5_3_vsp,2a_5_3_hmis,2a_5_3_coverage,2a_5_4_non_vsp,2a_5_4_vsp,2a_5_4_hmis,2a_5_4_coverage,2a_5_5_non_vsp,2a_5_5_vsp,2a_5_5_hmis,2a_5_5_coverage,2a_5_6_non_vsp,2a_5_6_vsp,2a_5_6_hmis,2a_5_6_coverage,2a_6,2b_1,2b_2,3a_1,3a_2,3c_1,4a_1
PA-605,2023,6,6,1.0,1,1,1,PA-605,Erie City & County CoC,County of Erie,CA,County of Erie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Nonexistent,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Erie City Housing Authority,20%,Yes,Yes,Erie County Housing Authority,8%,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,9.0,9.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HIC,226,174,Yes,Yes,Yes,Yes,Yes,09/26/2023,2,1,3,6,1,1,09/21/2023,Yes,Yes,Yes,Yes,Yes,180,7,PH-PSH,No,No,Yes,06/26/2023,Yes,09/26/2023,09/26/2023,Wellsky Corporation,Single CoC,04/26/2023,256,57,199,1.0,103,38,65,1.0,174,0,174,1.0,423,0,330,0.7801,95,0,95,1.0,Yes,01/26/2023,04/26/2023,Yes,Yes,No,No
PA-605,2024,6,4,0.667,1,1,1,PA-605,Erie City & County CoC,County of Erie,CA,County of Erie,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Nonexistent,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Housing Authority of the City of Erie,22%,Yes,Yes,Erie County Housing Authority,18%,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.0,4.0,1.0,Yes,No,Yes,Yes,Yes,No,HMIS,213,221,Yes,Yes,Yes,Yes,Yes,07/15/2024,6,4,8,6,1,1,08/27/2024,Yes,Yes,Yes,Yes,No,200,5,PH-PSH,No,No,No,10/28/2024,Yes,10/28/2024,10/28/2024,Services,Single CoC,04/23/2024,302,51,294,0.9735,101,36,101,1.0,146,25,146,1.0,343,0,237,0.691,90,0,90,1.0,Yes,01/25/2024,05/08/2024,No,Yes,No,No
PR-502,2022,6,6,1.0,1,1,1,PR-502,Puerto Rico Balance of Commonwealth CoC,Puerto Rico Department of the Family,CA,"Coalición de San Juan, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,PUERTO RICO PUBLIC HOUSING,5%,Yes,Yes,MUNICIPALITY OF SAN JUAN,5%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,31.0,29.0,0.94,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,158,211,Yes,No,Yes,Yes,Yes,10/26/2022,7,7,7,7,7,7,08/19/2022,Yes,Yes,Yes,Yes,Yes,165,33,PH-PSH,No,Yes,Yes,09/15/2022,Yes,10/26/2022,09/28/2022,Eccovia Solutions,Single CoC,05/06/2022,180,31,149,1.0,328,108,220,1.0,211,26,185,1.0,1252,24,1228,1.0,255,0,255,1.0,Yes,03/03/2022,05/06/2022,No,Yes,No,No
PR-502,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR-502,2024,6,6,1.0,1,1,1,PR-502,Puerto Rico Balance of Commonwealth CoC,Puerto Rico Department of the Family,CA,Coalición de San Juan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,PUERTO RICO PUBLIC HOUSING,20%,Yes,Yes,,,,,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,36.0,33.0,0.92,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,169,215,Yes,Yes,Yes,Yes,Yes,11/03/2023,7,7,7,7,7,7,08/12/2024,Yes,Yes,Yes,Yes,Yes,195,34,PH-PSH,No,Yes,No,10/11/2024,Yes,10/25/2024,10/25/2024,Eccovia Solutions,Single CoC,05/10/2024,183,82,228,0.8604,252,62,314,1.0,74,46,120,1.0,1274,26,1151,0.8854,255,0,255,1.0,Yes,01/31/2024,05/10/2024,Yes,Yes,No,Yes
PR-503,2024,6,5,0.833,1,1,1,PR-503,South-Southeast Puerto Rico CoC,"Coordinadora Moriviví, Inc.",CA,Coalicion de Coaliciones,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,PUERTO RICO PUBLIC HOUSING,2%,Yes,Yes,MUNICIPALITY OF CAGUAS,12%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,41.0,38.0,0.93,Yes,Yes,Yes,No,Yes,Yes,HIC,159,230,Yes,Yes,Yes,Yes,Yes,09/13/2024,6,6,12,6,5,2,09/19/2024,Yes,Yes,Yes,Yes,Yes,88,36,PH-PSH,Yes,,,10/11/2024,Yes,10/19/2024,10/29/2024,Technologies,Single CoC,05/10/2024,196,16,16,1.0,30,14,14,1.0,134,100,88,1.0,465,88,0,0.933,0,0,0,1.0,Yes,01/24/2023,05/10/2024,Yes,Yes,No,Yes
RI-500,2022,,,,,,,RI-500,Rhode Island Statewide CoC,Rhode Island Housing and Mortgage Finance Corporation,CA,RI Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/17/2022,,,,,,,,,,,,,,,,,,,,,,10/17/2022,10/17/2022,No,,,
RI-500,2023,6,6,1.0,1,1,1,RI-500,Rhode Island Statewide CoC,Rhode Island Housing and Mortgage Finance Corporation,CA,RI Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Rhode Island Housing,56%,Yes,Yes,Providence Housing Authority,44%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,33.0,33.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,464,436,Yes,Yes,Yes,Yes,Yes,09/22/2023,36,0,36,0,8,0,07/11/2023,Yes,Yes,Yes,Yes,Yes,115,34,PH-PSH,No,,,09/13/2023,Yes,09/22/2023,09/22/2023,Human Services,Statewide,04/27/2023,868,45,729,0.8858,224,79,120,0.8276,407,80,306,0.9358,1375,71,1304,1.0,919,9,910,1.0,Yes,01/25/2023,04/27/2023,Yes,Yes,No,Yes
RI-500,2024,6,5,0.833,1,1,1,RI-500,Rhode Island Statewide CoC,Rhode Island Housing and Mortgage Finance Corporation,CA,RI Coalition to End Homelessness,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Rhode Island Housing,44%,Yes,Yes,Providence Housing Authority,45%,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,26.0,26.0,1.0,No,Yes,Yes,Yes,Yes,Yes,HIC,407,609,No,Yes,Yes,No,Yes,08/03/2023,14,0,14,0,7,0,08/09/2024,Yes,Yes,Yes,Yes,Yes,120,26,PH-PSH,No,Yes,No,10/08/2024,Yes,10/23/2024,10/23/2024,Human Services,Statewide,01/24/2024,1581,92,1603,0.9582,122,91,211,0.9906,450,159,609,1.0,1298,57,1355,1.0,912,9,921,1.0,Yes,01/24/2024,05/10/2024,Yes,Yes,No,Yes
SC-500,2022,,,,,,,SC-500,Charleston/Low Country CoC,One-Eighty Place,CA,One-Eighty Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,,,,Yes,Yes,Yes,,,,,,,,,,Yes,Yes,Yes,,,,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/17/2022,,,,,,,,,,,,,,,,,,,,,,10/17/2022,10/17/2022,No,,,
SC-500,2023,,,,,,,SC-500,Charleston/Low Country CoC,One-Eighty Place,CA,One-Eighty Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Housing Authority of the City of Charleston,0%,Yes,No,Housing Authority of Beaufort,19%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,6.0,6.0,1.0,,,,,,,HMIS,577,558,Yes,Yes,Yes,Yes,Yes,09/25/2023,7,5,7,5,2,0,07/31/2023,Yes,Yes,Yes,Yes,Yes,155,7,PH-PSH,No,No,No,09/11/2023,Yes,09/25/2023,09/25/2023,Wellsky,Statewide,04/19/2023,151,54,73,0.7526,136,33,103,1.0,240,52,188,1.0,441,0,81,0.1837,,,,,Yes,01/25/2023,04/19/2023,No,No,No,No
SC-500,2024,6,5,0.833,1,1,1,SC-500,Charleston/Low Country CoC,One-Eighty Place,CA,One-Eighty Place,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Housing Authority of the City of Charleston,0%,Yes,No,Housing Authority of Beaufort,0%,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,8.0,8.0,1.0,Yes,Yes,Yes,Yes,Yes,No,HIC,346,258,Yes,Yes,Yes,Yes,Yes,07/15/2024,8,2,8,2,2,0,08/29/2024,Yes,Yes,Yes,Yes,No,100,7,PH-PSH,No,,,10/07/2024,Yes,10/25/2024,10/25/2024,Wellsky,Statewide,05/09/2024,102,24,86,0.6825,121,0,121,1.0,204,0,204,1.0,431,0,91,0.2111,0,0,0,0.0,Yes,01/24/2024,05/09/2024,No,Yes,No,Yes
SC-501,2022,6,6,1.0,1,1,1,SC-501,"Greenville, Anderson, Spartanburg/Upstate CoC",United Housing Connections,CA,United Housing Connections,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Nonexistent,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,The Greenville Housing Authority,9%,Yes,No,The Spartanburg Housing Authority,4%,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,18.0,18.0,1.0,Yes,Yes,Yes,Yes,Yes,Yes,HMIS,121,139,Yes,Yes,Yes,Yes,Yes,09/26/2022,63,63,63,63,1,0,08/08/2022,Yes,Yes,Yes,Yes,Yes,100,16,PH-PSH,No,,,08/27/2022,Yes,09/26/2022,09/26/2022,Services,Statewide,04/27/2022,1149,140,306,0.3033,165,49,86,0.7414,139,15,124,1.0,369,34,335,1.0,61,0,61,1.0,Yes,01/26/2022,04/27/2022,No,Yes,No,No
